"Sample","0006_Marios_PD1_Inhib2_HP-AF008975-8","0052_Marios_PD1_Inhib2_HP-AF581651-8","0079_Marios_PD1_Inhib2_HP-E9099271-7","0123_Marios_PD1_Inhib2_HP-E9665082-7","0136_Marios_PD1_Inhib2_HP-E9657534-6","0166_Marios_PD1_Inhib2_HP-L1381809-7","0171_Marios_PD1_Inhib2_HP-AE613362-6","0191_Marios_PD1_Inhib2_HP-AD645855-7","0199_Marios_PD1_Inhib2_HP-L1379654-6","0220_Marios_PD1_Inhib2_HP-EA717427-8","0236_Marios_PD1_Inhib2_HP-E9172349-7","0257_Marios_PD1_Inhib2_HP-AE428479-7","0267_Marios_PD1_Inhib2_HP-S3717262-7","0268_Marios_PD1_Inhib2_HP-S4035312-7","0284_Marios_PD1_Inhib2_HP-S3672129-7","0343_Marios_PD1_Inhib2_HP-EA563624-6","0400_Marios_PD1_Inhib2_HP-EA305478-7","0408_Marios_PD1_Inhib2_HP-AE861579-7","0410_Marios_PD1_Inhib2_HP-AE913731-7","0418_Marios_PD1_Inhib2_HP-AE522916-7","0424_Marios_PD1_Inhib2_HP-S4102914-8","0446_Marios_PD1_Inhib2_HP-AE794300-7","0488_Marios_PD1_Inhib2_HP-L1443430-8","0495_Marios_PD1_Inhib2_HP-AD775401-7","0506_Marios_PD1_Inhib2_HP-EA720987-9","0533_Marios_PD1_Inhib2_HP-S3510221-9","0540b_Marios_PD1_Inhib2_HP-PREFB28","0541_Marios_PD1_Inhib2_HP-E9070705-7","0560a_Marios_PD1_Inhib2_HP-PREFA29","0577_Marios_PD1_Inhib2_HP-AE002908-7","0587_Marios_PD1_Inhib2_HP-L1357306-7","0600bb_Marios_PD1_Inhib2_HP-PREFB31","0619_Marios_PD1_Inhib2_HP-L1479330-11","0620_Marios_PD1_Inhib2_HP-AE645251-7","0631_Marios_PD1_Inhib2_HP-AF048321-8","0640_Marios_PD1_Inhib2_HP-AE506727-9","0730_Marios_PD1_Inhib2_HP-E9101839-7","0735_Marios_PD1_Inhib2_HP-AD267750-5","0740b_Marios_PD1_Inhib2_HP-PREFB39","0843_Marios_PD1_Inhib2_HP-S3606424-7","0860a_Marios_PD1_Inhib2_HP-PREFA45","0880_Marios_PD1_Inhib2_HP-EA083054-6","0882_Marios_PD1_Inhib2_HP-S3862083-7","0900b_Marios_PD1_Inhib2_HP-PREFB47","0910_Marios_PD1_Inhib2_HP-AE606326-6","0919_Marios_PD1_Inhib2_HP-E9106380-6","0937_Marios_PD1_Inhib2_HP-E9540924-7","0947_Marios_PD1_Inhib2_HP-AE052722-7","1108_Marios_PD1_Inhib2_HP-L1381844-5","1177_Marios_PD1_Inhib2_HP-AF575413-8"
"Label","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi"
"142.061__277.77","970390.68483","975529.473","1111337.46287","730147.77215","647252.81099","635601.95841","1400509.55937","293736.76527","386700.9866","862381.06239","949557.96818","379767.8592","199325.61728","242484.19726","386386.16658","740575.79047","538649.052","1114787.02594","655856.82733","282890.10473","259871.65468","628496.51873","883218.50266","941415.42674","621561.25178","551053.1676","634084.56379","676874.96708","616047.66255","526721.07012","761819.69025","615541.83101","15870.90978","761554.76063","6348865.78903","5111.77085","5521.20988","3794.27456","3893.75814","11095.95076","38026.09295","160887.20623","200606.36569","99498.29837","222149.00943","116105.51346","116585.93916","806610.98097","136302.7876","108449.66007"
"142.1224__21.38","1772607.15124","11355293.83606","802390.72","343293.28605","12445880.72879","16497360.86242","293000.52342","11316077.39471","11534500.58684","19664547.70866","10743981.96997","11079203.82176","11064960.29144","10745062.86595","4832489.79272","10890217.51846","2529737.93108","2501390.78555","2313416.34432","2353717.83102","2842307.66333","2406560.4159","2050229.56032","2513877.38381","2106388.39948","15054310.6976","14922532.38813","13575038.9904","497727.63076","7598854.2578","7778536.91197","9495049.13977","12294949.11572","10810016.98808","2626657.49063","656170.51382","2744998.92316","2454940.19044","1453626.26796","4608904.35477","1767469.14843","473442.64945","1647690.0884","4962511.07358","1679411.6445","1648976.04387","1847286.29902","2038605.88908","1291614.10245","1456405.62136"
"142.1225__122.9","1509586.16859","1119535.1833","852214.79215","1439725.63793","3955540.28975","2064949.49698","1364634.43116","431746.51064","1861907.01771","1618979.98209","605037.10077","1157128.91074","883760.76888","1481709.4453","1315474.87549","1226540.50436","2410149.12894","212984.88447","1859554.99631","785536.54327","1083699.548","1958566.49558","1038644.53028","1997542.75798","1789211.42881","3041745.25436","1672076.13663","2860202.47615","1678474.64775","698375.98896","3058059.31168","1655213.07272","0","410483.71631","0","0","0","0","0","819982.66251","878967.88689","877780.64429","955660.20565","796174.41143","904176.81203","1086634.73436","966858.99278","594937.91168","438034.77714","932236.29594"
"143.0765__20.7","224860.63962","240028.53809","870777.68692","807093.70272","226752.615","405902.58522","184897.38542","191397.42667","150079.47779","702869.52924","0","196888.82654","0","0","795438.0578","135918.96433","292662.41593","0","282458.9502","503649.8638","495746.81112","0","535935.87327","0","0","487364.42832","215831.65988","196094.11402","891963.08212","377936.90721","427804.94034","818480.06813","13723965.2574","9836031.80895","359808.6177","356427.67205","1361674.38713","1357125.93712","649935.30759","1137519.46882","1781386.98195","1145502.62248","867261.05522","1294521.511","1350669.32904","1099114.75347","933530.0911","1395448.16681","2263433.88561","1247129.40195"
"143.0815__539.33","3426002.73415","16650336.79463","585272.83925","6040955.25404","7617447.47048","375232.15825","52106765.78622","1557035.88929","2562206.04019","1445245.59979","4352815.34704","14558817.37708","515356.18089","459623.25981","3579977.22016","32890068.05829","582126.43185","8492022.16295","11558469.02682","1370506.94995","1285186.53097","23458115.03623","268813.48245","10112970.34085","7009325.95015","4100461.52138","5806836.00257","359957.17115","6985092.6737","16062827.77599","412273.56514","6698595.58961","10660.86617","6078.5263","15540.28468","0","0","0","0","39857.48663","2069779.46911","8428.63121","6775176.26771","109719.65694","35535.16009","55295.28054","1468265.69157","304470.30877","0","16390.27761"
"143.0815__570.55","2137644.13824","2413791.88769","1765035.54493","7784106.66969","2126758.44989","1996650.51159","2506743.41112","407014.71705","3164019.0576","596857.02963","2117511.18659","335984.57498","348018.63802","824815.49575","4968956.46281","2724584.52778","1320290.83009","585248.54224","478651.1402","1170946.00538","937922.27837","437260.35057","312826.52957","1943318.0182","1054885.76973","3311654.71264","1398328.11579","849398.81463","1680360.74707","1212684.5913","1087463.08637","1546442.52873","25718.37293","23854.70236","44421.40196","8268.47834","0","2873.61038","0","88762.14724","195026.38671","41820.73228","27484.97367","36351.98798","19680.99474","18479.91527","3034852.73062","209031.45891","2270.24807","4803.5842"
"143.1178__343","1804280.12594","1801995.09752","1631759.08917","1023163.94276","782671.80032","1181095.66367","2165098.22187","459595.78684","1633153.94311","1222936.17674","2132724.94744","1453745.31508","867361.21421","794750.03181","1115042.80566","751280.39355","2204445.10162","2175571.64575","722756.98734","609854.90204","1549753.76068","1298081.20189","796429.78664","2538386.7658","857876.04138","1094168.5998","1158980.47491","1517757.62257","1279271.09259","1739809.82203","601339.94586","1296481.64491","18924.78581","6476.00387","17828.25244","11829.93032","0","0","0","154455.05884","252654.87153","254552.86664","242504.89772","259782.41423","427896.92916","229631.04324","293184.87511","331112.17421","122105.76724","76505.62177"
"143.1542__21.61","8545798.50346","15660933.6125","9863319.39884","13370980.44988","27399308.64194","27371805.41292","32519760.67802","29860004.16433","31796495.41934","13095575.70902","30481092.79526","33132072.65337","29273754.04902","35281831.80129","31284544.83115","30222432.42565","17814901.46571","17109747.40984","17083183.78498","17625971.26178","16408736.95974","16839504.74886","16005994.45503","16149654.24241","15084259.72552","15510742.85546","18572306.31342","16928383.59278","4491607.47491","5320727.2537","6221737.0306","13225462.99819","10200437.54081","7675600.28901","12465214.34773","10575981.91631","5704918.70161","15867532.19532","18831479.49919","20806376.67005","20453502.0281","22764633.3961","23273830.64719","25146687.2549","22248396.54549","25423365.99142","23728169.57766","26607299.95152","33137726.09497","29205452.38945"
"143.9804__507.43","1528738.60035","14013441.69663","14440748.63891","14753794.36316","16200077.79155","14389760.72572","14271290.73982","12468185.2015","5412236.02414","731418.4255","12859479.07914","10460780.33413","14364860.57821","13975117.4086","14510060.64197","1256508.58591","13754984.11773","19893.20954","123110.89427","6555094.2697","13932216.12551","10833249.79386","1243922.64917","12686801.73239","586091.903","980514.28958","14021558.64227","13859072.10007","12346060.69821","11306985.84656","13146824.31405","5706502.74396","11524110.16862","10978438.24743","51717187.13015","62404324.0545","6344971.29238","48406894.25324","32063097.9914","9195999.95306","30297035.74972","19473393.418","5846823.61464","27002510.99821","100691245.37735","37723802.88802","24217786.36732","88183110.39139","7377702.74073","80877142.91277"
"143.9976__541.15","4687641.04864","8152751.10462","15582965.05559","11646531.52456","162309.39782","13579811.79848","13006824.82442","18669599.49957","12927258.36678","2428554.59935","8747622.2213","18572019.1282","5690160.31507","12248052.96911","0","1684466.07479","22401676.62683","13142670.61869","22942662.69368","14228711.71612","13334946.38986","1063879.79143","24344791.04026","19508803.41059","25516366.2615","21550391.28969","19673809.25023","8000740.06774","17388529.19026","20079168.12479","21404927.27132","19433217.40751","790034478.11751","277417830.09667","224613718.8185","352245204.17748","1039449269.06017","350135438.25066","1624693232.22365","1702257.53718","1439132531.9215","2211509051.03558","1879566512.36214","1369826882.15801","75690043.05003","790566479.7167","1494132424.98597","101540470.43395","1108996.25728","69837094.43821"
"144.0655__300.76","31041650.55747","20148104.76451","46823370.99703","31283129.52582","34878549.13145","41516336.69762","37577747.42341","42541884.52266","29347641.37866","58271248.65152","29923354.91316","82957152.64999","32798261.49612","35548391.17648","39420269.63809","37167694.25509","56299155.29697","40341185.70763","39988807.33095","33247219.08997","1572921.03392","36716202.94476","14727953.76282","49054597.83664","45576131.18444","48278683.48549","34443977.67291","31308628.53898","38088471.72593","41127144.35692","26082237.91451","40114259.84043","40190.4871","0","123863.71989","0","0","0","0","6343192.57178","6172223.36099","7730597.06991","6886953.63771","7178172.02924","6109718.62869","6641255.13719","6145456.74843","6517063.45838","8199641.19403","7522502.43861"
"144.0806__401.06","812215.53667","853199.52301","118987.84314","946167.1825","937365.62181","1956157.19913","1147310.9574","2141883.5021","1752303.09823","1199717.60893","1430266.40966","1346718.1976","1059665.65705","1610783.75703","1393846.46238","1235804.7915","489923.69254","1443309.55476","816566.85547","1525412.5145","1371297.04955","1089245.6254","1188600.58828","902740.04222","1244236.49152","2569457.00943","1053297.31795","1166501.05913","907174.52459","1207798.92038","1558900.72436","929721.46848","0","0","0","0","609061.2538","0","0","34476.98655","22592.29687","34160.94026","0","22003.62341","53690.40485","13035.87492","40400.66827","73216.06311","1557966.49059","0"
"144.1018__253.87","4886712.03921","6271697.85413","1000052.95937","4813449.14517","13902817.86913","2296853.77401","4717668.64689","4229341.60752","4011319.98157","5049740.98858","7652786.85","5116518.89955","2735866.93171","1082134.42312","3660654.15136","4545825.75258","1116064.27785","2242422.59134","5958853.87042","2339272.43578","2682580.36758","1838481.57966","1657434.37062","1532952.45462","2709328.7651","2079806.28008","3708522.1109","6366071.10454","3730642.80715","2995122.65747","1665454.35157","3964574.42847","24072.78148","1971594.18461","26744.51785","1756461.59691","0","3118580.81062","3230173.16292","2131846.41731","2090864.74137","1833774.1609","1629226.0871","2051668.03649","2666747.68462","6772080.03408","3056855.1082","1904806.77157","1673181.58298","2025846.5626"
"144.1018__554.97","518291.84808","175531398.31541","646668.27865","259038934.90911","681753424.78437","354202.20295","2400707742.37544","17646864.61871","3532508773.79192","220996035.86641","347891155.49182","13925754.48833","501732345.61497","594330604.48889","709282519.45812","62883941.11449","229224550.80205","670576.59431","118710315.97627","4976143709.87891","4964968352.17217","98868438.90879","141840099.97453","1602640751.56677","259947900.81107","282688060.43394","1549050057.19595","1146087.58272","505961.24955","1250702569.96527","817281640.25722","1742262822.87522","0","2312097.65051","0","2477223.17324","0","0","0","5950286.54932","58414972.36792","85106356.50156","75574814.13408","56154759.35088","6484346.34344","33531522.94386","49958956.2731","5308927.05894","5321741.67925","4864465.28628"
"144.1019__516.07","21438155.12517","33437718.6986","73817397.61407","33640649.10897","42843021.23905","113467570.79882","40273626.47622","12421100.13763","21581564.532","18579976.22596","42743536.92176","24170570.42345","9121463.60685","6946081.56795","7397258.40219","11190518.99932","31242560.31059","20938209.45656","23301562.96501","7975866.25835","10451354.41178","10877649.80491","7427555.389","49431930.34219","46446114.88028","7991846.45896","30443693.99575","33697832.97851","35086278.42217","31575015.31623","62190321.00819","34715071.90698","385737.13535","269797.73317","462035.3871","55465.9899","0","0","0","753218.17747","1294738.4721","1315158.86279","680330.51298","1749999.61447","4614324.29401","2404277.20602","1321412.41589","4811535.91998","1295294.60779","806930.25344"
"144.1382__22.41","32593362.31344","79396520.89774","73401564.52277","63153976.99841","136289690.94747","2024779.86892","125121181.58293","152201648.6665","143113253.97746","99753917.65753","162939106.8289","159876000.45375","166114939.46528","2495583.6606","172958191.6009","1810068.16085","120273171.43582","126590999.10059","115945350.53297","124946964.51345","122532148.3514","107920194.45831","96444105.71056","95132093.18796","97034750.64589","98177963.76528","111646955.64091","112277873.50053","20978971.72448","27673821.72045","33770901.52719","76361824.13288","3236268.87708","1837842.51093","3206057.59537","3040765.78518","3889800.77028","3323875.05767","1002564.86271","4652518.97317","806611.71494","5401084.22785","7276969.18013","7131807.79424","680100.02452","6895025.78351","686271.32558","488687.37262","1088004.21541","569121.15869"
"144.9821__365.25","235593432.95464","210008662.34668","215328796.39209","194132921.48494","180676834.5175","163212889.05258","189809287.08262","178837234.12676","88299164.69861","176024538.99826","157624563.95655","93594187.5216","163334803.64208","159226975.01027","70135558.05976","146509048.83763","130840509.75461","159978376.98233","160329939.03535","143894834.30357","157867187.81327","140014639.10311","193998060.10663","212623584.96917","205198436.29086","198832501.93565","189848895.71463","187694312.6123","122137081.40094","206551265.83513","136863230.0671","98327048.8271","0","0","0","0","0","0","0","82263030.7767","28071409.37955","39850621.27284","91794268.12199","73634754.69926","73733527.57109","78568441.53985","1206060.01126","80014294.38058","66310404.65147","23954656.47868"
"145.0495__521.7","4198713.40695","3556426.51855","16432290.14654","5813542.39032","2329003.59627","3794351.20454","5371426.02648","3355367.69115","3591413.49902","3714871.42306","3831640.69212","4416336.17777","1456553.71591","2583033.59153","3591735.51024","5422452.14357","7235596.44575","5926152.90436","4833209.03224","2480360.90529","4433579.82638","2219979.74767","3349097.51449","2559836.94955","6776474.8349","2962306.47143","4329728.94023","3881321.20179","4422692.32109","5079102.58","5595741.28103","4645800.55269","0","0","4627.44306","0","0","0","0","0","10623.73122","18245.89034","22373.62944","30283.25856","16192.1979","23954.51246","0","7396.93391","128015.31544","48911.97067"
"145.0495__299.87","6942272.33508","8480484.80407","2674835.55969","1624439.07695","1780919.02209","2234886.48879","2058176.54492","2298212.93692","2803671.85115","24218844.65557","5305156.31193","4793977.64517","1666511.73028","1798462.22608","2137440.07834","20762280.86631","29704196.85774","21798107.74748","2167267.75389","1642911.97219","20657512.20271","23205734.10139","3856785.13154","2662732.03172","2569889.27103","15003202.86497","17533752.90045","1683251.447","10622348.90536","28296495.30041","6946014.60459","8388417.8674","377611.86105","607564.62569","370771.74579","40441.09351","0","0","0","570578.20138","2984727.94955","6711437.14083","5566038.83943","5197807.74054","4824731.85935","5749311.24495","6437752.48646","4724019.9217","6828658.58032","8858880.82797"
"145.0971__331.23","1149400.70798","968481.79006","4762146.70256","1736144.35315","662952.81043","2305773.71385","1415667.28712","237236.28585","968870.21","1310394.92877","647376.4966","402850.27252","475577.41122","603093.46797","373203.08165","559287.73142","1046375.77526","1163157.73567","537723.55473","355147.59018","730808.26577","810065.5135","633248.26772","1929549.04467","567150.77561","667470.09255","852664.99793","1283258.85866","895060.05046","694762.18247","760797.58039","872783.96498","0","5137.46038","0","131673.8536","0","105943.10547","0","19120.11049","66041.17623","144169.54766","112499.21842","95675.35394","66085.27086","208011.95132","190602.65705","81717.13194","40000.83228","236922.84167"
"145.1048__554.94","103563937.85559","12680057.94357","132529647.49565","19066852.07512","50664775.19795","85877911.23209","179009138.73842","1126230.1568","262622882.01888","16092321.40451","25626217.92261","830099.71054","37480871.68667","44333420.65389","52573967.13428","4183062.63673","16685916.11203","101911640.92069","8247327.9336","373009655.17105","369946631.09344","6704373.21225","9617677.1446","121297030.91006","19084024.70394","20685609.0199","116874694.89495","195612530.20577","131231093.0656","93488425.96047","61087219.69775","127697370.85007","0","0","0","0","0","0","0","4437741.07148","5269363.12329","3142900.21273","5087768.54597","0","62982.39743","1818037.26094","3478764.76066","145028.72214","0","213590.2236"
"145.1052__516.19","1343843.17641","2224124.87023","4828924.39238","2206252.09994","2891329.39628","7847236.73202","2610794.62509","763286.48988","1346661.46891","1176010.55881","2718148.31885","1589088.67094","582825.43655","410309.06522","400378.91605","635486.84223","2039932.77033","1252425.65258","1591280.55127","466759.25718","578504.69678","643910.03157","388371.47897","3219201.32599","3188150.50206","507301.54399","2020569.51668","2195277.83348","2200177.83937","2154915.71214","4428608.77508","2310974.91008","0","5316.11185","15763.83733","0","0","0","10073.35371","0","30086.48858","13447.51972","0","12694.29241","76562.9604","41524.80935","6129.37764","186007.97137","5019.56881","53504.43857"
"145.1417__22.09","42051524.42601","70166277.27615","42587634.37145","44662542.3175","106405337.05181","77269572.23641","101478187.94766","118417366.98977","132766932.68111","69077103.20935","116168944.01875","118741006.59296","121953535.81561","122036425.20114","118569172.92001","104874584.79872","63783934.25701","9095015.63246","8822824.03899","9121577.00562","67250578.55832","7565214.14937","37934834.62463","6925122.49744","6158920.44945","40394193.64704","56354560.59678","50304625.29771","1486099.65231","14616806.89322","2375031.36367","5514720.14146","3275336.69779","3556268.98224","368247.72335","683837.14088","431595.45724","464261.65903","771258.48213","4367604.68513","58842.94578","1095346.87241","113629.78031","573251.25192","398245.64151","434011.55441","517118.55133","5961333.12396","9765048.94801","550724.94102"
