"Sample","0006_Marios_PD1_Inhib2_HP-AF008975-8","0052_Marios_PD1_Inhib2_HP-AF581651-8","0079_Marios_PD1_Inhib2_HP-E9099271-7","0123_Marios_PD1_Inhib2_HP-E9665082-7","0136_Marios_PD1_Inhib2_HP-E9657534-6","0166_Marios_PD1_Inhib2_HP-L1381809-7","0171_Marios_PD1_Inhib2_HP-AE613362-6","0191_Marios_PD1_Inhib2_HP-AD645855-7","0199_Marios_PD1_Inhib2_HP-L1379654-6","0220_Marios_PD1_Inhib2_HP-EA717427-8","0236_Marios_PD1_Inhib2_HP-E9172349-7","0257_Marios_PD1_Inhib2_HP-AE428479-7","0267_Marios_PD1_Inhib2_HP-S3717262-7","0268_Marios_PD1_Inhib2_HP-S4035312-7","0284_Marios_PD1_Inhib2_HP-S3672129-7","0343_Marios_PD1_Inhib2_HP-EA563624-6","0400_Marios_PD1_Inhib2_HP-EA305478-7","0408_Marios_PD1_Inhib2_HP-AE861579-7","0410_Marios_PD1_Inhib2_HP-AE913731-7","0418_Marios_PD1_Inhib2_HP-AE522916-7","0424_Marios_PD1_Inhib2_HP-S4102914-8","0446_Marios_PD1_Inhib2_HP-AE794300-7","0488_Marios_PD1_Inhib2_HP-L1443430-8","0495_Marios_PD1_Inhib2_HP-AD775401-7","0506_Marios_PD1_Inhib2_HP-EA720987-9","0533_Marios_PD1_Inhib2_HP-S3510221-9","0540b_Marios_PD1_Inhib2_HP-PREFB28","0541_Marios_PD1_Inhib2_HP-E9070705-7","0560a_Marios_PD1_Inhib2_HP-PREFA29","0577_Marios_PD1_Inhib2_HP-AE002908-7","0587_Marios_PD1_Inhib2_HP-L1357306-7","0600bb_Marios_PD1_Inhib2_HP-PREFB31","0619_Marios_PD1_Inhib2_HP-L1479330-11","0620_Marios_PD1_Inhib2_HP-AE645251-7","0631_Marios_PD1_Inhib2_HP-AF048321-8","0640_Marios_PD1_Inhib2_HP-AE506727-9","0730_Marios_PD1_Inhib2_HP-E9101839-7","0735_Marios_PD1_Inhib2_HP-AD267750-5","0740b_Marios_PD1_Inhib2_HP-PREFB39","0843_Marios_PD1_Inhib2_HP-S3606424-7","0860a_Marios_PD1_Inhib2_HP-PREFA45","0880_Marios_PD1_Inhib2_HP-EA083054-6","0882_Marios_PD1_Inhib2_HP-S3862083-7","0900b_Marios_PD1_Inhib2_HP-PREFB47","0910_Marios_PD1_Inhib2_HP-AE606326-6","0919_Marios_PD1_Inhib2_HP-E9106380-6","0937_Marios_PD1_Inhib2_HP-E9540924-7","0947_Marios_PD1_Inhib2_HP-AE052722-7","1108_Marios_PD1_Inhib2_HP-L1381844-5","1177_Marios_PD1_Inhib2_HP-AF575413-8"
"Label","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi","Checkmate_Orbi"
"571.4494__107.19","1543888.79526","174831.43506","677117.59404","211294.80005","774953.66564","1874909.27159","422437.02002","241920.42878","674675.07051","1729280.89364","1024429.77205","38454783.98369","723843.94778","1468950.62596","927626.18997","308543.04127","443587.88121","26220450.52555","1199725.85744","210320.0043","314577.10522","406065.7546","11555.0421","22411238.73359","318831.23384","881018.24766","276631.09866","395664.25492","9814478.47311","158421.21848","3447947.3288","566541.75289","9311831.10101","10912764.09673","11539276.81007","11311268.94932","428300.43639","8252440.66966","6464185.00967","2057284.18262","6023585.10024","1479323.61361","346181.90553","6161550.36324","10636803.43798","196692.03918","661060.78379","7536912.96152","3295343.53084","6755453.76543"
"572.3274__479.28","525701.18975","865956.14469","106402.5798","150298.24739","408741.82256","1197525.94523","579399.10922","367582.45445","275726.63935","693238.98742","727935.40474","407333.24942","463197.66601","372357.86548","476447.6621","280401.19027","148453.41958","268300.41455","477099.81759","589916.27929","527484.54614","526692.34591","1271040.65926","515258.31078","352909.57006","563388.80019","390627.88807","473955.83688","511020.61712","985966.14488","361453.18991","550356.11446","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"572.3702__463.25","877996.80647","1856620.89927","580319.81592","1016626.91323","1478819.48924","2102293.32045","1006847.36275","2813722.16804","2969324.16689","1660826.82259","1532776.96705","1195512.85694","1500886.10565","3320181.74034","1750299.33656","940401.78507","424219.47588","966086.93335","1713222.72575","1411162.39185","1770471.11091","1316344.20692","5150303.69138","1130568.27842","992609.13883","2217619.003","1268228.11449","910880.50755","1592721.93016","1936781.69442","2898633.3062","1583509.66377","7789.73901","0","0","0","189159.39993","0","0","9122.88198","25907.18743","16962.65378","22059.3939","39649.09433","5432.56923","32085.6894","0","7679.42833","108829.70905","31075.19819"
"572.4187__277.76","6362072.56239","4465490.02477","4961599.77473","5417183.27332","6072858.69598","6334606.61465","6024856.14849","4481967.56688","7289196.28696","4771589.83058","5234115.568","4970601.06081","5619026.29608","6008803.09836","4413050.27002","5551545.03651","3602874.77937","5860766.31195","5831663.4429","4751456.05805","7316249.44682","8886813.96709","6014071.1785","8486857.46917","5119251.51989","5596441.33367","5726611.35962","4645693.20347","6294169.31009","8016240.29301","16038524.14139","6638291.56544","3378052.10521","4544437.26196","4243122.11749","3239811.29779","3607128.00849","5188876.13827","4625554.58543","3508276.99573","4741052.77391","3857403.27756","7185679.57148","4550777.07668","4354809.15003","4247066.18967","5063977.80479","4275412.35446","4762553.94836","4148345.22143"
"572.4367__124.59","1077844.02503","791909.0483","197994.89643","861919.90267","1043424.90444","1353167.58008","1404745.67696","1151567.69183","1454057.94383","833168.20649","1214126.80542","1157488.57008","1348020.33147","1291853.99547","921737.86965","1244859.34136","477961.86724","1147226.28548","1027421.06739","774823.3265","1173605.17405","1807364.42794","1155335.57537","1681366.00238","806362.06821","1296257.08599","1119754.56703","1003653.44113","1139390.73579","1670793.45255","2917123.65986","1233008.07779","15127.87015","59175.23735","51661.17194","17922.63268","7336.33863","4187.8544","0","137606.17938","167735.58012","137710.76094","286565.15561","213837.11461","100907.5673","228720.34786","171291.04727","231873.82458","88070.43867","61862.0089"
"572.4368__164.57","3508786.23845","3251093.95308","3400098.23017","288796.41226","3737695.82908","3785898.60826","4002107.74689","2900769.41853","4249376.96667","2574366.24089","1828489.31833","3627626.79658","4131320.01473","3469062.86941","2803661.79567","1871761.78748","1066782.37968","4670846.42887","2134042.37097","1493396.21611","4927368.34976","6460164.99965","2023498.65977","2739916.36488","3332685.55371","3421896.81245","3941555.57163","2843615.69324","4006540.94938","2521480.36707","9313957.03252","4151490.59016","374158.56437","135803.72181","156876.06501","151812.05713","12818.03483","24757.0059","0","1789359.52758","1664719.6959","1946259.26385","3915373.16377","2475844.17351","2170115.30858","2367050.52305","2614512.84511","2545038.60136","2840610.81256","1047027.78961"
"572.4523__103.27","4644866.08545","265166.6128","737550.90903","66962.70761","59666.16674","1846448.41254","787039.41874","1083937.79469","3422203.99126","207813.64125","205958.67988","113236.37902","0","135813.72409","159215.22688","291828.62442","551673.48752","557447.22659","654263.82892","3317149.59531","339156.51305","4604215.74023","1250411.64465","2000175.59107","129667.89786","192944.37494","1034343.53533","594197.40306","398757.15163","1475666.58445","4853502.74152","426741.06325","139403.73444","188378.6612","115393.71733","149693.29876","236377.32268","880527.16356","224110.47784","477361.82634","189397.79911","853898.40295","304263.64703","393557.52852","1394937.70368","925043.69625","435638.33947","145593.01915","266723.63533","227809.82581"
"572.9203__277.79","3747114.34379","2934178.57304","3038376.66532","3315474.65029","3790534.27954","4125270.97813","4091117.87809","2922804.01745","4350668.98914","2985668.71257","3472357.14119","2876124.17206","3484966.41163","3982475.99964","2649356.43314","3639400.27586","2132204.62177","3899027.20385","3391647.00135","2916133.50185","4395706.98078","5711852.64632","3808892.72059","5581382.76857","3319265.03892","3493170.50878","3532170.41445","3077935.40387","3929054.37706","4941282.05024","9880127.27877","4103282.65662","2066044.70033","2880068.44997","2727353.79435","1945142.37836","2133476.1743","3498497.89482","2817154.85501","2088450.0541","2891787.05378","2247611.83223","4410559.41928","2638861.64928","2578748.95847","2613820.60412","3098215.02411","2575752.95655","2843941.90062","2542874.21703"
"573.0606__453.37","481512.74167","968018.23156","644002.56943","637818.37546","668146.92134","2577589.76482","1231496.03107","1562086.94672","2119263.03568","1270416.61481","809100.60591","1522608.64814","710305.15828","1646458.25219","1143042.89248","2419031.61884","593514.06143","755824.65527","596524.13465","697107.55705","658199.55752","759367.16539","1274314.58811","1354190.18911","874581.1693","3086128.23882","930087.94002","449486.50251","1112304.60933","2123433.60265","697050.45065","1165714.11848","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"573.0723__346.55","1566561.43865","1200583.8029","1170069.71799","1425936.63142","1661716.71873","1787455.59508","1684918.78652","1193363.88482","2075349.93103","1356905.73782","1515082.82519","1317690.96676","1632084.04359","1546428.9638","956786.34243","1590801.59481","633592.00794","1627895.50311","1493627.82288","1317425.27799","1994562.69808","2586343.26983","1675465.19143","2579500.84781","729147.02594","1807663.92372","895383.48481","1154991.23993","1663715.3165","2330072.39288","4784163.60893","1842426.59836","136387.21233","1201905.50388","917656.14836","741818.04549","896908.17508","1374904.0749","1235416.72619","807029.75585","1244137.80883","1070634.07951","1683761.97055","1175759.89566","1029571.70213","1084353.93441","1410244.42601","966228.36973","1290221.38061","1024374.1208"
"573.4071__346.41","1589802.87329","1207267.5342","1149968.10203","1332895.58673","1714998.31678","1778126.94349","1489478.89212","891186.01375","2319028.57693","1176345.00389","1575646.87346","1196555.59678","1202684.15433","1163884.97545","962641.07083","1516723.71888","628474.92139","1551968.0616","1453426.39859","1078375.80832","1842595.32706","2451062.91352","1610261.36015","2355488.27125","1213745.35119","1524682.64259","1428959.13498","1128347.28155","1335847.22512","2115700.65594","4914797.18392","1628394.673","202213.87369","1105643.59296","910578.9402","212728.76279","701670.93093","1178167.3158","1203475.81561","713841.69311","1058244.81064","887193.64139","1420211.47352","785816.0893","856839.48695","871218.7072","1358091.62155","785559.96712","947426.55263","981661.75176"
"573.4087__316.33","7727306.72044","288102.42122","5687054.85696","5701696.76211","6514687.88204","7866713.4349","7480296.4402","5705442.56659","8799031.25983","6062007.19579","6980893.40281","5945858.00367","71817.99349","124735.63697","140999.40968","122371.28753","3748692.86729","88753.45319","6408738.12139","6240550.25853","289067.20003","12325429.83919","7485270.57632","10926138.16755","6145563.18205","235569.91585","7035208.04532","5385077.00279","7451149.55561","9797396.74688","19221895.40269","7828902.59036","3838909.77839","5446654.97376","4795260.63554","3629562.77369","4369568.23354","5557516.43471","5827822.30465","3474313.35507","5228146.13058","3936480.4238","7122906.77477","4745228.78476","4562721.69159","4421691.89483","4922906.44406","4519341.13381","5604462.92697","4580230.18235"
"573.4219__277.72","1371345.40855","1072873.06511","1009392.04413","1141292.76241","1305347.8288","1522033.39064","1404412.13915","939032.59892","840700.57664","856042.77643","1135185.22737","981850.8596","1099758.74694","1356841.03304","880142.63456","1158135.61987","525434.349","1336610.75208","1078472.36701","996939.44273","1554003.29238","1954249.80513","1355178.60378","1047025.63005","1018324.88226","1247959.96098","1261334.83565","1007320.93631","1352866.02099","1712945.13281","3502798.12927","1344438.25951","626053.69091","1022798.81534","855697.22676","155379.71224","742274.52455","1081567.49816","874363.10516","598042.54964","887797.58108","703139.20996","1607848.32443","915502.29008","954351.43508","430484.88745","892136.56109","325611.79276","758842.88341","857582.86406"
"573.4477__107.94","3826229.49882","1513746.52131","313067.36131","328112.21725","1470872.4958","3213721.82187","3684797.45982","4519654.96954","3633071.23622","1530598.68241","3409174.02945","3225332.10105","7402407.50555","6009765.41641","4858302.61649","1549625.09028","907051.56382","4910154.90118","9743099.99115","7766881.06189","4875578.23673","4769118.49031","206016.46511","875741.71606","4936142.01935","8209620.92235","3660593.29452","1821155.24523","4196023.98559","6097970.10874","3732426.65841","3777679.18669","210095.21865","231269.99258","543067.76554","401324.50686","0","166017.76629","213121.07616","11311.30026","250934.12212","192416.23935","230406.32528","61225.57903","439577.77371","34182.29822","259903.54567","238274.17455","151667.56889","250066.97986"
"573.487__101.02","2414013.85202","869111.97005","419748.45951","445416.8593","405637.00224","973558.9099","284284.05432","910278.60055","923196.86025","159511.60979","591969.92748","781898.92683","552958.40647","357825.83656","769555.32474","807490.0273","572570.39196","591180.03301","430550.182","574061.13942","882733.79415","778478.10231","4092763.35127","443765.83706","793996.25906","909215.76796","1368179.79354","713327.44675","1091342.53923","1621406.02954","1089285.69604","644712.14324","3144522.94271","3229560.49287","2480683.57221","1037617.78421","773467.48815","3414730.72125","3331606.21825","5952266.34512","2828801.56047","1175790.32689","2559121.69989","3038355.55368","4152195.3951","953905.75587","3273249.26069","3280619.21615","1175892.42468","2809461.38489"
"573.7323__379.29","855210.16138","591000.85954","267359.23977","488054.13152","673871.57379","875990.91784","741608.40546","704560.46482","1087378.01321","595400.88408","688726.66148","636591.21062","593052.74881","708540.53522","465489.86077","15299.39531","230198.36709","807599.2323","426583.2419","596891.63449","914518.35939","1192746.63746","850341.80064","1113899.41425","522598.52118","925855.49098","718549.82954","529378.3931","809274.32128","1100324.17993","2261119.40781","872498.18976","463927.3954","405795.25536","449616.42796","322821.86469","382358.712","25303.86569","63762.31627","342574.31501","298874.56044","373820.0232","688768.19376","373956.80207","413588.9211","400638.58013","416601.35666","300064.18388","568005.65044","477017.98945"
"573.7412__346.6","628515.86863","314716.74569","316789.47153","548882.73011","848012.3104","743539.4684","700335.82535","366372.09756","1031794.83079","622948.82124","666778.29533","509978.01051","631229.85693","669570.95078","402954.89777","665105.70627","281346.43088","636366.68339","687937.01141","583826.21435","816368.46553","1078997.56335","746323.12123","1080717.39346","433299.30499","349892.66172","557478.32083","521730.27345","724755.10048","986470.1514","2291304.00991","867607.32704","149345.92251","293035.95729","444070.75866","44373.4048","243883.44822","624955.61788","596317.66949","253765.31926","309221.46233","431434.45258","723752.06055","454873.97083","415185.4031","402573.76894","436077.133","333834.10976","391990.88301","292459.34309"
"573.91__316.46","4565172.06511","3402926.90609","3553906.83157","3428736.43097","3947447.93942","4902068.98371","4476473.74831","3362956.44274","5378780.32381","3584397.3404","4393728.1789","3611737.93821","3892291.49655","3958127.49389","3025119.86652","4202741.50032","2323033.41092","5002864.56218","4225132.23084","3677285.5421","4630063.82646","7431127.84594","4794236.36936","6583469.34485","3710681.29849","4565764.19094","4016989.29321","3260272.66329","4459106.47841","5819855.15281","11695971.28928","4463045.04948","2352268.04255","3291382.98815","2970426.1638","2115910.59682","2618219.71118","3301044.20217","3402371.51429","2244757.69287","3217153.88623","2279356.47858","4355273.8204","2941891.40687","2766206.32892","2779942.82224","3049366.67247","2807841.24204","3359468.49835","2942648.54334"
"574.0667__379.25","658059.25547","552788.13311","298146.91733","404316.71982","668407.34874","728259.63405","599308.55643","625678.76095","969867.60012","557939.49903","575677.58707","634754.24989","510868.9283","653297.65043","456337.21321","32420.67343","168838.8053","665948.20329","657822.46972","543896.79774","838424.98547","993682.40681","649039.49343","951697.5784","397321.86691","561991.70114","694764.34809","311250.39768","710753.99671","872662.94625","2225502.52032","732972.61438","328718.89394","316631.81555","301988.54276","44112.04562","236068.05222","19282.94882","26340.65133","299214.95251","167390.02495","319317.08494","589802.87894","412683.68976","341860.46534","326578.6525","334608.87189","283210.54541","372989.25072","170283.98867"
"574.3843__459.45","93614.46765","470752.65029","10070.13871","154324.34356","121983.33815","219386.3446","190600.20657","237689.33259","238591.53237","214962.82408","191824.40857","135155.65221","477091.12114","374230.67972","346995.72631","156360.57206","50945.68755","258618.51094","427556.31248","307343.12513","345862.3834","475455.32683","542119.91897","169185.28579","434200.05885","431641.33792","180886.46414","273506.34361","289648.99299","367764.58899","255454.69642","262283.90228","141845.94882","0","77743.80696","0","0","146785.9543","0","0","0","0","0","0","0","6341.11385","0","0","416430.93796","0"
"574.3979__361.83","759161.53773","289409.86189","596954.24542","582205.31909","736429.08258","1029180.08092","844606.47355","1214057.56255","1071694.30703","484242.3993","605837.96492","1067346.17203","858676.45231","739180.63488","617843.4503","940483.43884","469055.19951","847246.10088","743303.88444","767670.49713","932387.80939","1156033.07843","810431.49315","933187.60177","532338.60675","899891.41331","796467.1053","562241.26158","914060.53041","1057855.97852","2740932.01674","986091.56442","696630.69634","478053.76995","501620.36922","256387.62197","29327.16216","592936.7365","717788.23506","462229.65808","523798.01047","486772.85141","850785.95239","580300.10924","308310.81077","604270.44068","514725.83202","587574.28157","591611.03201","172426.32578"
"574.4118__316.88","1446890.14284","1125142.81321","1231094.49539","1236770.50411","1295322.14775","1645569.7224","1585114.69182","1159985.6709","1777302.68132","1229732.74881","1402029.0198","1323064.84443","1356799.18576","1313419.20417","1101080.33114","1419531.82655","681335.88177","1627783.33862","1520359.46994","1328796.93935","1749956.16167","2724975.19053","1579195.94767","2362309.83905","1179509.24766","1632145.49045","1437950.93227","1207317.70562","1691782.39451","2062476.902","4425450.4196","1645699.76791","825005.7154","1157859.76162","993567.54194","161256.83214","22632.79421","1103377.85385","1165512.86528","691413.38306","1047922.60071","757576.90378","1472262.56516","999513.8731","857764.73574","905476.9769","1083958.04047","806664.49268","1185812.63581","1002787.92397"
"574.4161__253.53","1824504.72117","1414033.86556","891951.48761","1763783.73036","2178531.93192","2340485.28813","2122444.21704","3297981.38665","2323069.42632","1089444.26881","1510433.12263","2417162.7024","2423264.4157","1193462.18793","1824304.52566","1647365.41134","684622.47025","1891649.62062","1909535.70816","1434620.56221","2558238.71505","2483392.45861","2084461.95303","2599927.53988","1389483.98921","2502146.24491","2311050.67072","1016053.45087","1651097.81076","2341411.53929","8232388.56178","2508712.37008","1942741.3517","867561.69233","1571408.55282","71310.88828","1365554.69392","1716650.46844","1734630.66723","1393300.54889","1614319.81005","427446.60256","2770325.04409","1672166.82338","1081207.21109","1822835.45104","1515661.38167","1365523.31486","1666151.8","444347.49805"
"574.4546__103.78","337569.53206","722305.51497","287277.10645","296058.92143","272157.13171","293905.38944","841774.62104","318775.50505","476516.33738","502544.3026","602939.01602","897617.42643","384831.54195","484123.99984","486692.47879","708774.317","207431.66273","122490.68166","1627142.40402","1137462.36654","1064945.3496","590678.03874","758299.72627","265466.49702","1821750.06563","807263.80328","199654.01605","234001.93679","574951.72507","336074.16448","802338.13432","225739.93538","343208.66878","494381.43279","580792.6992","2066842.91934","467211.76928","410211.46221","186118.62953","2064885.62556","689207.11156","172562.69998","1273456.80451","309034.73812","1324382.84517","163814.20542","284256.77204","928529.83684","412033.13359","267068.50987"
"574.8996__361.96","394049.5548","314686.55353","301123.19615","267714.82079","347697.85519","447586.72276","437344.61756","734453.78403","519209.06601","138058.88065","217803.76581","617013.41512","444165.35646","405791.13632","321310.38653","524490.27647","265424.4918","430796.44316","377800.94149","467481.59244","459104.68142","639722.5527","440617.62807","570866.84879","257794.63095","317030.35411","435002.5231","188229.56622","445269.97618","523084.10009","1645295.10318","502185.79771","441106.98449","73287.19648","118265.0957","148656.18175","218157.76516","22771.97971","0","225557.15471","263709.57604","181680.30931","394940.65325","182400.90167","179092.75352","257252.25914","182585.54905","221439.51894","279221.68899","55498.28063"
"575.4669__108.24","14076922.28377","7779534.49576","2054800.30567","3242988.92977","7828362.20143","22409839.25447","19649890.34651","17882861.7603","19133504.22892","5536048.34876","30775984.86033","15065824.40042","25863674.20242","21664901.71478","18973922.9043","6764221.93501","4493873.01197","21304410.16539","44573369.38477","40564534.46537","21698084.32166","25425137.56061","3375198.48234","5829103.58392","40919307.10894","30238482.79633","16934960.6669","14875133.51976","20995474.87322","32655114.10924","19592208.35353","18482641.61078","1126469.13116","1006471.38597","75752.63728","488763.02175","23607.69028","42674.41402","15401.37995","14758493.64072","6461782.75927","5269018.50646","5534752.12132","7697519.83319","10215404.36288","3742538.08239","10437405.74292","9267386.68921","5829843.12953","6421275.41916"
"575.5022__100.82","3826789.55118","3721319.78711","4698964.0194","3162222.49333","4385305.12106","7633718.38867","1718370.69751","4537077.52343","3117468.02639","5046585.77773","2578570.09893","5215316.28459","2434241.21364","97303.11926","2816367.4227","284240.56544","5609882.67502","650123.17754","1154328.41172","1125081.69187","174391.24315","3044437.12594","14285375.44229","4178373.26882","2177478.46478","3847404.66027","4337749.1921","4815516.1613","4725181.1273","2828171.54821","5004208.61982","4974710.67682","17604337.63646","15515239.07642","10288077.52796","3573499.10265","6320490.62107","14931731.68099","15264348.14567","22061699.41285","14448205.11692","8309175.36736","8750985.17851","14881307.77824","17137110.42352","6168917.51418","15318479.77878","15721474.5878","11244899.94761","14914372.64636"
"575.5034__316.21","7778914.12184","13273288.3103","2965459.55508","5229955.59237","6086197.91189","6350784.17354","7994543.13075","10449934.98347","6875451.47047","5862101.47165","8788369.25475","5167086.86657","8541773.6579","7391481.93125","9338743.88851","7568655.13327","4024321.24973","9517403.28752","8927155.60864","7618335.73223","14157942.2728","8800790.66494","9906560.24969","6796027.89169","18618142.48129","13528640.58738","8619091.4595","11248091.26956","9325146.7427","6045646.02001","8738337.98271","9840463.68844","0","127014.82152","111379.12796","38285.10655","0","0","21485.79927","86199.77463","927943.34977","1951058.77952","1653903.47236","1717530.90773","2440523.3743","2058839.61099","1762024.72936","1503185.24204","3312877.27291","7485253.93548"
"576.014__477.5","614481.84585","202171.1996","246204.55904","165585.86202","484742.64713","340509.8938","497410.09696","297974.29289","304227.13809","196050.5817","425531.86164","589042.71705","222098.48352","275989.16157","442665.17542","373818.06036","697354.19677","346001.60524","572488.77346","525085.63545","258106.54297","740814.46088","148453.98455","519672.46823","439955.0345","348929.95407","452363.74628","280502.78066","392823.94483","373264.80611","204715.08365","480593.15025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","139054.80878","124293.90561"
"576.3424__463.07","218103.49324","818074.19126","27630.86232","301301.53542","322189.54887","751933.43022","305065.65456","312711.14175","768253.74773","422096.29922","252336.44484","374675.62759","419058.5923","511225.63329","587659.79424","287791.83914","35745.73633","417524.34015","472612.76623","278546.51491","351145.32646","355564.01056","1001562.11362","249098.40312","402807.6123","801630.0579","330130.72282","330452.28705","475224.66856","624016.76906","687629.25397","446172.93079","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","233938.97475"
"576.396__316.95","3132664.36937","5444703.79594","1167088.13431","1984485.10826","2488521.24125","2555066.64888","3241565.69759","4075418.0072","2727351.15963","2385192.70193","3448075.80094","2153547.04177","3435572.44492","2954651.06161","3631986.81094","3037844.3588","1596359.88535","3920640.18331","3611326.77728","3054161.19109","5634142.28211","3456608.46771","3913836.75369","2768384.77018","7480021.39994","5489539.22622","3539119.82429","4438613.17556","3674901.169","2429791.21801","3609805.78641","3917149.22396","1359815.5218","796938.47863","814864.93828","601087.25556","838923.87864","899820.49337","1002649.76881","659748.86646","830634.01194","659099.27268","1201264.42995","917628.69413","641349.45702","883798.66872","746330.0121","930100.67593","922604.49336","425697.19624"
"576.4691__104.3","2457640.79999","2680016.29321","3060336.28748","14284014.50323","1401622.00547","2007076.50065","5070105.61239","2430662.86698","10406467.36676","2995461.89733","5446689.71431","3605445.69156","956813.45309","2104378.52377","7266349.23983","1548833.18982","2877789.05411","6334438.60632","3220382.17116","1658009.98979","3230533.18821","3083184.35866","4946823.08735","5912081.69016","5808342.3915","3562076.89475","8793206.12367","3243825.09081","5230548.15729","2670000.4227","3341876.73366","3559009.47989","17137136.80934","15768139.94575","9292120.96995","9471392.08325","2359491.68111","17707819.64905","8646672.33367","1436551.17391","7555908.08369","3073831.75755","718708.76981","8031947.73272","8420798.13275","2411933.40123","2628672.48825","9238188.11789","1241271.43596","8785888.8186"
"577.4822__104.29","594124.06971","989901.2764","1029458.35074","5358810.87875","441311.85313","589378.16479","1719156.31094","795074.57073","3829089.29706","1124930.24621","1919514.51276","1278552.09937","2718302.54029","587039.85818","2954406.19297","462073.90703","1001572.17808","2259797.31102","17373380.26647","350562.65365","1038956.90204","3425858.01611","1683385.5042","2168665.1","2126910.1204","1270527.03496","3319199.40237","1176528.79378","1807718.13099","779387.63967","933503.38575","1320224.49773","5836296.80841","5536817.85961","3148995.32222","3080576.29593","7459264.31047","6026837.08746","2744006.32756","49607712.71183","2474084.44946","16791711.38027","17227399.13563","662458.58119","2756721.47339","4365669.54022","1049287.00002","3163249.84843","3765497.94701","2964697.69342"
"577.5183__316.32","7077288.46413","8370963.13541","3636434.49398","9280374.00838","7202397.73656","7376301.18659","5094539.10071","8335009.09659","7565227.90029","9395870.06681","8334535.96235","3390420.26748","8511950.3012","12486340.60376","8963082.71161","10005387.61285","3108257.91286","5536674.02092","8486938.33875","3789975.9447","22071421.06615","5977044.34814","4844150.31388","3246264.28055","5797542.50909","11326503.04347","8229440.80016","11992252.89144","8641872.42724","4032031.47352","10033403.35189","9381533.34765","311324.25444","109699.91869","121412.23434","0","125216.19026","117800.66336","3824.28454","639625.68419","5297712.97767","7580769.95827","276294.70153","147354.45586","76744.39116","12036101.70484","4208651.36461","133602.8929","129575.53737","4747145.16959"
"577.7441__338.23","1123113.63826","935355.64453","771540.36217","929574.84968","1348153.19498","1475053.84165","1106773.04251","710819.30098","1585519.86857","983718.02356","941259.93378","1113828.13799","1010517.79586","1058893.10465","523614.15019","1060825.65547","507011.41677","1147639.14941","1012663.41326","924306.04937","1334335.871","1630168.25006","1225425.75519","1901328.16555","746947.31184","1270804.27947","1154320.7433","846021.4625","1282815.78223","1469147.17138","3382680.01516","1433119.19776","158019.80278","823519.60363","608833.82975","57777.61052","95606.68716","936696.75618","846584.90936","616057.71621","689861.64581","569145.44231","1288629.49974","646757.05162","623897.45993","536516.41959","973322.46486","717883.17396","689120.76086","479792.32914"
"578.0787__338.1","1030882.97778","815354.80275","668428.06774","914134.92506","544494.41863","1296178.14316","1149851.88061","408714.94432","1495718.54402","917692.42458","580535.36865","873889.26975","939606.85119","993781.03081","694976.12653","1068266.12187","490298.23648","816733.44443","1026866.35301","798047.24177","1374208.91838","1652386.49351","1059917.8138","1614516.90111","895631.03343","1166225.86243","1061264.85961","777820.92532","1174553.54126","1597071.30656","3393875.00092","1349087.27485","405978.90351","263545.21488","241245.1427","496282.1492","29943.82629","76978.49398","89386.14922","466056.34522","791616.15138","654582.34149","1104125.82862","635355.21838","514649.85756","595898.27981","444958.25162","609526.0364","744719.94967","694902.30596"
"578.2506__105.79","2721928.82181","5955518.68391","6139488.87708","2689629.34823","6296857.79015","3559380.07635","2610592.33081","2341954.08328","7986595.86609","7350363.16348","9082926.20487","2533560.6735","2628416.1797","5032404.07455","3417850.54103","5116657.53886","2952310.00846","2717635.10655","1481129.66503","3580504.95633","10622099.70987","8536846.01161","27469451.51415","3393455.54196","2761437.64763","6331854.93725","5644609.08686","3839617.61991","4043213.49811","8773286.49214","15943576.71319","6680048.34447","0","0","0","0","0","464557.61379","122832.01352","0","173400.79259","0","425293.26211","192204.78084","0","357542.10076","119511.71424","0","425187.25483","0"
